Usuário: juu - Método: POST - URI: /propostas/e5315257-3f90-42a8-a4de-290fd29e8a1a/Arch - Status: 200 - Tempo de Resposta: 2805ms - Horário: 2024-11-28T18:18:53.284604
Usuário: juu - Método: POST - URI: /propostaServicos - Status: 404 - Tempo de Resposta: 0ms - Horário: 2024-11-28T18:18:56.116686300
