Usuário: juu - Método: GET - URI: /negocios - Status: 200 - Tempo de Resposta: 275ms - Horário: 2024-11-28T18:15:56.184137600
Usuário: juu - Método: GET - URI: /negocios - Status: 200 - Tempo de Resposta: 254ms - Horário: 2024-11-28T18:15:56.205293500
