Usuário: juu - Método: GET - URI: /perfis - Status: 200 - Tempo de Resposta: 29ms - Horário: 2024-11-28T18:19:41.927929700
Usuário: juu - Método: GET - URI: /perfis - Status: 200 - Tempo de Resposta: 29ms - Horário: 2024-11-28T18:19:41.927929700
