Usuário: Não logado - Método: POST - URI: /auth/login - Status: 200 - Tempo de Resposta: 38175ms - Horário: 2024-11-28T18:14:57.711185900
Usuário: juu - Método: GET - URI: /perfis - Status: 200 - Tempo de Resposta: 10ms - Horário: 2024-11-28T18:15:35.939659100
